City,Firm name,Practice areas,Practice area buckets,Address,Phone,Website,Google rating,Review count,Google Maps URL,Has website (Y/N),Notes
Lake Wales,Rosa Irizarry Immigration Law,Immigration,Immigration,"100 W Stuart Ave 3rd Floor, Lake Wales, FL 33853",(863) 274-6585,https://irizarrylawfirm.com/contact/,4.6,10,https://www.google.com/maps/search/?api=1&query=Rosa%20Irizarry%20Immigration%20Law&query_place_id=ChIJAVKPF8myHk0RwfpIvF5u6eQ,Y,
Lake Wales,Ruster Deborah A,General/Unspecified,General,"100 W Stuart Ave #300, Lake Wales, FL 33853",(863) 676-7611,,,,https://www.google.com/maps/search/?api=1&query=Ruster%20Deborah%20A&query_place_id=ChIJf35jfNgI3YgRXkHOPmOelT4,N,
Lake Wales,"Sara Jones Law, P.A.","Criminal Defense, Personal Injury","Criminal/DUI, Personal Injury","922 FL-60, Lake Wales, FL 33853",(863) 455-4811,http://joneslawjustice.com/,4.6,147,https://www.google.com/maps/search/?api=1&query=Sara%20Jones%20Law%2C%20P.A.&query_place_id=ChIJM-3_wOQI3YgReGoO9250NLw,Y,
Lake Wales,The Kohl Law Firm,"Bankruptcy, Criminal Defense, Divorce, Family Law","Business, Criminal/DUI, Family/Divorce","229 FL-60, Lake Wales, FL 33853",(863) 676-6800,,4.9,9,https://www.google.com/maps/search/?api=1&query=The%20Kohl%20Law%20Firm&query_place_id=ChIJUXvDzNAI3YgRqVz1NfPysLg,N,
Lake Wales,Thompson Wealth Advocates,General/Unspecified,General,"137 FL-60, Lake Wales, FL 33853",,,,,https://www.google.com/maps/search/?api=1&query=Thompson%20Wealth%20Advocates&query_place_id=ChIJR1cUs9AI3YgRnyRII1JXkkA,N,
Lake Wales,Tonya Stewart Law PA,"Criminal Defense, Personal Injury","Criminal/DUI, Personal Injury","299 E Stuart Ave, Lake Wales, FL 33853",(863) 279-4473,https://tonyastewartlaw.com/,4.9,49,https://www.google.com/maps/search/?api=1&query=Tonya%20Stewart%20Law%20PA&query_place_id=ChIJjTPhW24J3YgRDPLK5IHisws,Y,
Lake Wales,Weaver Loveless Law,Estate Planning,Estate/Probate,"240 E Park Ave, Lake Wales, FL 33853",(863) 676-6000,https://www.welovelaw.com/,4.9,96,https://www.google.com/maps/search/?api=1&query=Weaver%20Loveless%20Law&query_place_id=ChIJi0O3UycJ3YgRTAg4yviW_Pc,Y,
Lakeland,Abogado Hispano Clara Rodriguez Rokusek Testamento Escritura Quit Claim Deed Bancarrota Foreclosure Probate,"Real Estate, Bankruptcy, Civil Litigation, Estate Planning","Real Estate, Business, General, Estate/Probate","122 E Main St #186, Lakeland, FL 33801",(813) 514-8186,http://abogadaclara.com/,4.9,24,https://www.google.com/maps/search/?api=1&query=Abogado%20Hispano%20Clara%20Rodriguez%20Rokusek%20Testamento%20Escritura%20Quit%20Claim%20Deed%20Bancarrota%20Foreclosure%20Probate&query_place_id=ChIJBeF2J_M53YgR_FPsqtjxB9Q,Y,
Lakeland,Abogados de Accidentes ProLegal,Personal Injury,Personal Injury,"3003 Florida Ave S #102, Lakeland, FL 33803",(863) 250-2109,http://abogadosaccidentesprolegal.xyz/,,,https://www.google.com/maps/search/?api=1&query=Abogados%20de%20Accidentes%20ProLegal&query_place_id=ChIJF6-bEoI53YgRQmztrjRrqV8,Y,"Category ambiguity resolved: Google primary category was ""Lawyers association"" but business is a law firm (confirmed via secondary category/name)"
Lakeland,Abrahamson & Uiterwyk Car Accident and Personal Injury Lawyers,"Personal Injury, Civil Litigation, Elder Law, Insurance","Personal Injury, General, Estate/Probate","100 S Kentucky Ave #295, Lakeland, FL 33801",(863) 251-9449,https://www.theinjurylawyers.com/lakeland-florida-car-accident-lawyer-personal-injury-attorney-near-you/?utm_medium=organic&utm_source=gmb&utm_campaign=website&utm_term=lakeland,4.9,112,https://www.google.com/maps/search/?api=1&query=Abrahamson%20%26%20Uiterwyk%20Car%20Accident%20and%20Personal%20Injury%20Lawyers&query_place_id=ChIJnXRly-A53YgRNhBjFP1kQRY,Y,Multi-branch: 3 Polk County locations for this firm
Lakeland,"Alison Leffew, Attorney at Law",Family Law,Family/Divorce,"124 Florida Ave S #307, Lakeland, FL 33801",(863) 825-0003,https://lakelanddivorcelaw.com/,4.6,10,https://www.google.com/maps/search/?api=1&query=Alison%20Leffew%2C%20Attorney%20at%20Law&query_place_id=ChIJuVD442Q53YgRkKLMksqZCis,Y,
Lakeland,Allen Philip O,General/Unspecified,General,"225 E Lemon St Ste 300, Lakeland, FL 33801",(863) 683-6511,,,,https://www.google.com/maps/search/?api=1&query=Allen%20Philip%20O&query_place_id=ChIJUeMMBbU43YgRBNN2t2MYz1s,N,
Lakeland,Alpha Agency | Florida Private Investigators | TSCM,General/Unspecified,General,"1643 Williamsburg Square, Lakeland, FL 33803",(863) 808-0341,http://www.alphaagency.com/,3.8,16,https://www.google.com/maps/search/?api=1&query=Alpha%20Agency%20%7C%20Florida%20Private%20Investigators%20%7C%20TSCM&query_place_id=ChIJcZ5xRN0-3YgRWp1HjVvSSkE,Y,
Lakeland,Attorney Clara Rodriguez Rokusek Estate Planning Quit Claim Deed Bankruptcy Foreclosure Probate,"Real Estate, Estate Planning, Bankruptcy","Real Estate, Estate/Probate, Business","122 E Main St #186, Lakeland, FL 33801",(813) 514-8186,https://rokusek-law.com/,5,6,https://www.google.com/maps/search/?api=1&query=Attorney%20Clara%20Rodriguez%20Rokusek%20Estate%20Planning%20Quit%20Claim%20Deed%20Bankruptcy%20Foreclosure%20Probate&query_place_id=ChIJnUd2A0k53YgRFGzJdn_tOHU,Y,
Lakeland,Attorney John Waters,"Criminal Defense, Family Law","Criminal/DUI, Family/Divorce","206 Easton Dr, Lakeland, FL 33803",(863) 255-5193,https://johnwaterslaw.com/?utm_source=gbp&utm_medium=organic&utm_campaign=GoogleBusinessProfile,4.5,6,https://www.google.com/maps/search/?api=1&query=Attorney%20John%20Waters&query_place_id=ChIJY2EJLns53YgR7t8jYGi89BY,Y,
Lakeland,Attorney NPM,General/Unspecified,General,"212 E Pine St, Lakeland, FL 33801",(833) 288-9676,http://www.attorneynpm.com/,5,28,https://www.google.com/maps/search/?api=1&query=Attorney%20NPM&query_place_id=ChIJr0ZiQdvoKmcRI6lqG51u_UQ,Y,
Lakeland,Baker & DiSalvo Personal Injury Lawyers Lakeland,Personal Injury,Personal Injury,"20 Lake Wire Dr Ste 183, Lakeland, FL 33815",(863) 592-0750,https://www.bakerdisalvo.com/lakeland-injury/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp_lakeland,5,13,https://www.google.com/maps/search/?api=1&query=Baker%20%26%20DiSalvo%20Personal%20Injury%20Lawyers%20Lakeland&query_place_id=ChIJJwveXIw53YgRz5Vx1-H6WQk,Y,
Lakeland,"Best Law, PLLC","Divorce, Estate Planning, Family Law","Family/Divorce, Estate/Probate","1869 N Crystal Lake Dr, Lakeland, FL 33801",(863) 333-0568,,3.8,15,https://www.google.com/maps/search/?api=1&query=Best%20Law%2C%20PLLC&query_place_id=ChIJHy1CoAo-3YgRseUlPHtMnfk,N,
Lakeland,"Bissi & Associates Disability Advocates, L.L.C.",Social Security Disability,General,"4406 Florida Ave S #20, Lakeland, FL 33813",(863) 666-2288,,4.3,6,https://www.google.com/maps/search/?api=1&query=Bissi%20%26%20Associates%20Disability%20Advocates%2C%20L.L.C.&query_place_id=ChIJl5xdrE053YgRdjj-WksnwSQ,N,
Lakeland,"Bracken, Valenti, & Warren, P.A.",Personal Injury,Personal Injury,"114 N Tennessee Ave Ste 200, Lakeland, FL 33801",(863) 648-0802,,4,4,https://www.google.com/maps/search/?api=1&query=Bracken%2C%20Valenti%2C%20%26%20Warren%2C%20P.A.&query_place_id=ChIJWSzTDU053YgRCvJSMe3MS00,N,
Lakeland,Brandon Jack P,General/Unspecified,General,"225 E Lemon St Ste 300, Lakeland, FL 33801",(863) 683-6511,,3,1,https://www.google.com/maps/search/?api=1&query=Brandon%20Jack%20P&query_place_id=ChIJUeMMBbU43YgRvlQWCKj_oCQ,N,
Lakeland,Brandt Edward P,General/Unspecified,General,"100 S Kentucky Ave, Lakeland, FL 33801",(863) 688-4442,,1,2,https://www.google.com/maps/search/?api=1&query=Brandt%20Edward%20P&query_place_id=ChIJiRAp6bQ43YgR21YZn8pnBeE,N,
Lakeland,Brooks Law Group - Lakeland Personal Injury Lawyer,Personal Injury,Personal Injury,"114 E Parker St, Lakeland, FL 33801",(863) 880-2658,https://brookslawgroup.com/lakeland/personal-injury-lawyer/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing-lakeland,4.9,116,https://www.google.com/maps/search/?api=1&query=Brooks%20Law%20Group%20-%20Lakeland%20Personal%20Injury%20Lawyer&query_place_id=ChIJL4RnReU73YgRSwaQfubUmpw,Y,
Lakeland,Brown Joshua K,General/Unspecified,General,"225 E Lemon St Ste 300, Lakeland, FL 33801",(863) 676-6934,http://www.petersonmyers.com/,5,1,https://www.google.com/maps/search/?api=1&query=Brown%20Joshua%20K&query_place_id=ChIJUeMMBbU43YgRU6y3r-i3bD4,Y,
Lakeland,"Brush & Coyle, P.A.",General/Unspecified,General,"825 E Main St, Lakeland, FL 33801",(863) 603-0563,http://www.lakeland-lawyers.com/,4.7,21,https://www.google.com/maps/search/?api=1&query=Brush%20%26%20Coyle%2C%20P.A.&query_place_id=ChIJxdmAYUk_3YgRwMEAR8T2qxQ,Y,
Lakeland,"Burnetti, P.A.",Personal Injury,Personal Injury,"211 Florida Ave S, Lakeland, FL 33801",(863) 204-3571,https://www.burnetti.com/lakeland/?utm_source=GMB&utm_medium=organic&utm_campaign=lakeland,4.7,508,https://www.google.com/maps/search/?api=1&query=Burnetti%2C%20P.A.&query_place_id=ChIJK2IpurU43YgREvS_zeCPzhM,Y,Multi-branch: 2 Polk County locations for this firm
Lakeland,C J Benefield Law Offices,General/Unspecified,General,"1715 Lakeland Hills Blvd, Lakeland, FL 33805",(863) 665-8378,,1,1,https://www.google.com/maps/search/?api=1&query=C%20J%20Benefield%20Law%20Offices&query_place_id=ChIJ8yiGTatA3YgR1Del3Fdmibk,N,
Lakeland,"C. MARTIN LAW, P.A.","Divorce, Family Law, Personal Injury","Family/Divorce, Personal Injury","238 N Massachusetts Ave Ste. G10, Lakeland, FL 33801",(863) 808-1799,,5,12,https://www.google.com/maps/search/?api=1&query=C.%20MARTIN%20LAW%2C%20P.A.&query_place_id=ChIJk4AG_ss43YgRIo-EBm55bVI,N,
Lakeland,Cagan & Cagan PLLC,Personal Injury,Personal Injury,"255 N Kentucky Ave #201, Lakeland, FL 33801",(352) 683-9100,http://www.caganlaw.com/,5,5,https://www.google.com/maps/search/?api=1&query=Cagan%20%26%20Cagan%20PLLC&query_place_id=ChIJv4uNZ7M43YgRjEB1wCP0yQg,Y,
Lakeland,"Campbell, Trohn, Tamayo & Aranda, PA",General/Unspecified,General,"1701 Florida Ave S, Lakeland, FL 33803",(863) 686-0043,https://www.cttalaw.com/,4.2,20,https://www.google.com/maps/search/?api=1&query=Campbell%2C%20Trohn%2C%20Tamayo%20%26%20Aranda%2C%20PA&query_place_id=ChIJFbQhc9Q43YgR3zERCERbMEc,Y,
Lakeland,"Candice Dixon Law, P.A,","Divorce, Family Law",Family/Divorce,"811 S Missouri Ave, Lakeland, FL 33815",(863) 225-7502,,5,10,https://www.google.com/maps/search/?api=1&query=Candice%20Dixon%20Law%2C%20P.A%2C&query_place_id=ChIJNcUSwpI53YgRQcbn7ibnGeM,N,
Lakeland,"Carroll Law Group, P.L.",General/Unspecified,General,"2000 E Edgewood Dr Ste 211, Lakeland, FL 33803",(863) 937-9100,https://dclglaw.com/,3.7,18,https://www.google.com/maps/search/?api=1&query=Carroll%20Law%20Group%2C%20P.L.&query_place_id=ChIJt8tYels-3YgR8dxbASE1aPU,Y,
Lakeland,Chris Kehoe Tax Law FL,Tax,Business,"122 E Main St #331, Lakeland, FL 33801",(863) 248-4447,http://taxproblemsflorida.com/,5,2,https://www.google.com/maps/search/?api=1&query=Chris%20Kehoe%20Tax%20Law%20FL&query_place_id=ChIJcai2wz853YgRkXf6ri1hVzY,Y,
Lakeland,Clark & Washington Attorneys and Counselors at Law,Bankruptcy,Business,"111 Florida Ave S, Lakeland, FL 33810",(863) 614-1383,http://www.cw13fl.com/,,,https://www.google.com/maps/search/?api=1&query=Clark%20%26%20Washington%20Attorneys%20and%20Counselors%20at%20Law&query_place_id=ChIJjy6rTrQ43YgRzUPW0X4Rpz0,Y,
Lakeland,"Clark, Campbell, Lancaster, Workman, & Airth, P.A.",Workers Comp,Personal Injury,"500 Florida Ave S #800, Lakeland, FL 33801",(863) 647-5337,http://cclmlaw.com/,3.8,26,https://www.google.com/maps/search/?api=1&query=Clark%2C%20Campbell%2C%20Lancaster%2C%20Workman%2C%20%26%20Airth%2C%20P.A.&query_place_id=ChIJe_wvWco43YgRhuCt4772pCQ,Y,
Lakeland,Clements Mark E,General/Unspecified,General,"310 E Main St, Lakeland, FL 33801",(863) 687-2287,https://www.elderlawlakeland.com/about/our-firm/,5,1,https://www.google.com/maps/search/?api=1&query=Clements%20Mark%20E&query_place_id=ChIJyc1pwrQ43YgRBlXpJfq7gBQ,Y,
Lakeland,"Darby Law Group, P.A.","Elder Law, Estate Planning, Real Estate","Estate/Probate, Real Estate","500 Florida Ave S #520, Lakeland, FL 33801",(863) 683-7400,https://darbylawgroup.com/,4,8,https://www.google.com/maps/search/?api=1&query=Darby%20Law%20Group%2C%20P.A.&query_place_id=ChIJe_wvWco43YgRLV3W7wbqvxI,Y,
Lakeland,"David Law Group, P.A.",Personal Injury,Personal Injury,"123 S Tennessee Ave, Lakeland, FL 33801",(800) 360-7015,https://www.davidlaw.com/,5,19,https://www.google.com/maps/search/?api=1&query=David%20Law%20Group%2C%20P.A.&query_place_id=ChIJJR7CsrU43YgRP0RnyNyVGNA,Y,
Lakeland,Dean Burnetti Law,Personal Injury,Personal Injury,"1937 E Edgewood Dr #102, Lakeland, FL 33803",(863) 287-6388,http://www.burnettilaw.com/,4.5,142,https://www.google.com/maps/search/?api=1&query=Dean%20Burnetti%20Law&query_place_id=ChIJ4faUo9U43YgR1HsEwk1Jr6A,Y,
Lakeland,Debt Relief Law Offices of Tampa Bay,Bankruptcy,Business,"4406 Florida Ave S #20th, Lakeland, FL 33813",(727) 849-3328,http://bankruptcytampabay.com/,,,https://www.google.com/maps/search/?api=1&query=Debt%20Relief%20Law%20Offices%20of%20Tampa%20Bay&query_place_id=ChIJwZt_U0w53YgRycor5il5jeg,Y,
Lakeland,DeMichael Law,Criminal Defense,Criminal/DUI,"206 Easton Dr, Lakeland, FL 33803",(863) 216-1831,https://www.demichaellaw.com/,4.8,72,https://www.google.com/maps/search/?api=1&query=DeMichael%20Law&query_place_id=ChIJI5a72zJLaIgRbeQWl7EymlQ,Y,
Lakeland,Dickstein Law Firm,General/Unspecified,General,"122 E Main St #184, Lakeland, FL 33801",(813) 285-9074,https://www.dicksteinpa.com/lakeland-law-office,5,7,https://www.google.com/maps/search/?api=1&query=Dickstein%20Law%20Firm&query_place_id=ChIJb9XX0yA53YgR-ZzBj7RbmMk,Y,
Lakeland,"Dismuke Law, PLLC",Personal Injury,Personal Injury,"1920 Florida Ave S, Lakeland, FL 33803",(863) 250-5050,https://www.1800askdave.com/,4.9,164,https://www.google.com/maps/search/?api=1&query=Dismuke%20Law%2C%20PLLC&query_place_id=ChIJweeGslJH3YgRmESfhBj1_RA,Y,
Lakeland,"Edward P. Brandt, P.A.",General/Unspecified,General,"3500 Florida Ave S #5, Lakeland, FL 33803",(863) 688-4442,,2.5,26,https://www.google.com/maps/search/?api=1&query=Edward%20P.%20Brandt%2C%20P.A.&query_place_id=ChIJrUadnDM53YgRQcbdtf2gRq0,N,
Lakeland,"Elder Law Firm of Clements & Wallace, P.L.","Elder Law, Estate Planning, Tax","Estate/Probate, Business","310 E Main St, Lakeland, FL 33801",(863) 288-0904,http://www.elderlawlakeland.com/,4,7,https://www.google.com/maps/search/?api=1&query=Elder%20Law%20Firm%20of%20Clements%20%26%20Wallace%2C%20P.L.&query_place_id=ChIJG3sfwrQ43YgRCAY5V7sCQWs,Y,
Lakeland,Eric Allen,General/Unspecified,General,"620 Robin Rd, Lakeland, FL 33803",(863) 665-7220,https://www.floridabar.org/directories/find-mbr/profile/?num=115045,5,6,https://www.google.com/maps/search/?api=1&query=Eric%20Allen&query_place_id=ChIJq6ruRMw-3YgR3AA31EuHOPY,Y,
Lakeland,Espinoza Law Offices P.A.,General/Unspecified,General,"1506 Florida Ave S, Lakeland, FL 33803",(863) 940-9950,http://www.espinozalawoffices.com/,4.7,379,https://www.google.com/maps/search/?api=1&query=Espinoza%20Law%20Offices%20P.A.&query_place_id=ChIJn8mOTtI43YgRSkkxAon03t4,Y,
Lakeland,Fernandez Firm Medical Malpractice Attorneys,Personal Injury,Personal Injury,"100 S Kentucky Ave #285, Lakeland, FL 33801",(863) 230-8066,https://www.fernandezfirm.com/lakeland-personal-injury-lawyer/?utm_source=local&utm_medium=organic&utm_campaign=gbp,5,17,https://www.google.com/maps/search/?api=1&query=Fernandez%20Firm%20Medical%20Malpractice%20Attorneys&query_place_id=ChIJL_H557Q43YgRpLvFcBgn6vw,Y,
Lakeland,Florida Rural Legal Services Inc,General/Unspecified,General,"1321 E Memorial Blvd #101, Lakeland, FL 33801",(863) 688-7376,http://www.frls.org/,3.1,109,https://www.google.com/maps/search/?api=1&query=Florida%20Rural%20Legal%20Services%20Inc&query_place_id=ChIJn4_Jyfo_3YgRyR6jlGnXk_0,Y,
Lakeland,Foley Immigration Law,Immigration,Immigration,"122 E Main St #105, Lakeland, FL 33801",(813) 424-0652,http://www.foleyimmigrationlaw.com/,5,1,https://www.google.com/maps/search/?api=1&query=Foley%20Immigration%20Law&query_place_id=ChIJHdXljLU43YgR-clbKeKIBAc,Y,
Lakeland,Frank Comparetto Jr Law Office,General/Unspecified,General,"1937 E Edgewood Dr, Lakeland, FL 33803",(863) 665-6565,,5,2,https://www.google.com/maps/search/?api=1&query=Frank%20Comparetto%20Jr%20Law%20Office&query_place_id=ChIJ1yLS3uM-3YgRhC9A8LTtko4,N,
Lakeland,"Fulmer Law, P.A.","Family Law, Criminal Defense, Divorce","Family/Divorce, Criminal/DUI","1960 E Edgewood Dr, Lakeland, FL 33803",(863) 688-2220,http://bit.ly/2IoCLfg,4.8,127,https://www.google.com/maps/search/?api=1&query=Fulmer%20Law%2C%20P.A.&query_place_id=ChIJV36ns-M-3YgRb9z1lthzovc,Y,
Lakeland,Gail Cheatwood Law Offices,General/Unspecified,General,"2000 Florida Ave S, Lakeland, FL 33803",(863) 686-0975,http://www.gailcheatwoodlaw.com/,2.8,35,https://www.google.com/maps/search/?api=1&query=Gail%20Cheatwood%20Law%20Offices&query_place_id=ChIJv4uNZ7M43YgRYkYUU_NbNzY,Y,
Lakeland,GEOHAGAN LAW,General/Unspecified,General,"1960 E Edgewood Dr, Lakeland, FL 33803",(863) 665-6930,,5,2,https://www.google.com/maps/search/?api=1&query=GEOHAGAN%20LAW&query_place_id=ChIJOY3lBQI_3YgRwakSpYfyc_M,N,
Lakeland,Gimenez & Carrillo LLC,General/Unspecified,General,"122 E Main St, Lakeland, FL 33801",(863) 225-1950,https://www.gimenezandcarrillo.com/,4.6,9,https://www.google.com/maps/search/?api=1&query=Gimenez%20%26%20Carrillo%20LLC&query_place_id=ChIJsbbgo0I53YgRZWVIEO1YUBc,Y,
Lakeland,Grajek Criminal Defense Attorneys Lakeland,Criminal Defense,Criminal/DUI,"112 E Poinsettia St, Lakeland, FL 33803",(863) 880-1275,https://flcrimedefense.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-lakeland,4.8,133,https://www.google.com/maps/search/?api=1&query=Grajek%20Criminal%20Defense%20Attorneys%20Lakeland&query_place_id=ChIJmwil_io53YgRlfhqppJtSyg,Y,
Lakeland,Grajek Law Personal Injury Lawyers Lakeland,"Personal Injury, Business, Civil Litigation, General Practice","Personal Injury, Business, General","2306 Florida Ave S, Lakeland, FL 33803",(863) 356-0878,https://getgrajek.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-lakeland,5,12,https://www.google.com/maps/search/?api=1&query=Grajek%20Law%20Personal%20Injury%20Lawyers%20Lakeland&query_place_id=ChIJA_hm7pg53YgRobUIX1n2wRg,Y,
Lakeland,GrayRobinson Lakeland Law Firm,General/Unspecified,General,"One Lake Morton Dr, Lakeland, FL 33801",(863) 284-2200,http://www.gray-robinson.com/offices/lakeland-fl,4.1,43,https://www.google.com/maps/search/?api=1&query=GrayRobinson%20Lakeland%20Law%20Firm&query_place_id=ChIJbY9ajso43YgRbX-5Kkd9xik,Y,
Lakeland,Grizzard Robert H II PA,General/Unspecified,General,"232 N Massachusetts Ave, Lakeland, FL 33801",,,5,1,https://www.google.com/maps/search/?api=1&query=Grizzard%20Robert%20H%20II%20PA&query_place_id=ChIJ_Uei_rQ43YgRwAQ2p-t1RH8,N,
Lakeland,"Hardin, Ball & Tondreault, P.A.",General/Unspecified,General,"1905 Bartow Rd, Lakeland, FL 33801",(863) 688-5200,http://www.hardin-law.com/,4.2,49,https://www.google.com/maps/search/?api=1&query=Hardin%2C%20Ball%20%26%20Tondreault%2C%20P.A.&query_place_id=ChIJ79mDrhw_3YgRrmcvqRc1pNk,Y,
Lakeland,"Headley Law, P.A.",General/Unspecified,General,"1906 Florida Ave S, Lakeland, FL 33803",(863) 904-5520,http://headleylaw.net/,4.5,103,https://www.google.com/maps/search/?api=1&query=Headley%20Law%2C%20P.A.&query_place_id=ChIJm8pYUtQ43YgRbMuStFGmicc,Y,
Lakeland,Hiepe Randall C,General/Unspecified,General,"256 N Kentucky Ave, Lakeland, FL 33801",(863) 802-4700,,5,11,https://www.google.com/maps/search/?api=1&query=Hiepe%20Randall%20C&query_place_id=ChIJa71tZbM43YgRbly3J960YQI,N,
Lakeland,Howell & Thornhill - Lakeland,Personal Injury,Personal Injury,"2115 Florida Ave S, Lakeland, FL 33803",(863) 293-3166,https://howellthornhill.com/locations/lakeland/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-website-lakeland,4.8,121,https://www.google.com/maps/search/?api=1&query=Howell%20%26%20Thornhill%20-%20Lakeland&query_place_id=ChIJ6WB8ktU43YgRi8wBax0Dkyo,Y,
Lakeland,Howell & Thornhill Pa: Thornhill III Robert G,Elder Law,Estate/Probate,"3730 Cleveland Heights Blvd, Lakeland, FL 33803",(863) 688-3166,https://howellthornhill.com/,5,1,https://www.google.com/maps/search/?api=1&query=Howell%20%26%20Thornhill%20Pa%3A%20Thornhill%20III%20Robert%20G&query_place_id=ChIJq17TKMo-3YgRemKb0sGsi2A,Y,
Lakeland,Immigrant’s Protection Center,Immigration,Immigration,"1506 Florida Ave S, Lakeland, FL 33803",(863) 940-9950,,4.1,11,https://www.google.com/maps/search/?api=1&query=Immigrant%E2%80%99s%20Protection%20Center&query_place_id=ChIJBx1OvdM43YgRnUz1TTROu-M,N,
Lakeland,"Jessica C. Fernandez, P.A.",General/Unspecified,General,"122 E Main St #249, Lakeland, FL 33801",(813) 600-9150,http://lakelandabogado.com/,5,3,https://www.google.com/maps/search/?api=1&query=Jessica%20C.%20Fernandez%2C%20P.A.&query_place_id=ChIJz5VhPgA53YgROOYjYzLUvto,Y,
Lakeland,Johnson Michael A,General/Unspecified,General,"225 N Florida Ave, Lakeland, FL 33801",(863) 688-0741,,5,6,https://www.google.com/maps/search/?api=1&query=Johnson%20Michael%20A&query_place_id=ChIJn5hdabQ43YgRClQkN_lZbDQ,N,
Lakeland,Karie L Sanoba Attorney at Law,"Civil Litigation, Divorce, Family Law, General Practice","General, Family/Divorce","114 E Edgewood Dr, Lakeland, FL 33803",(863) 682-5800,,3.6,23,https://www.google.com/maps/search/?api=1&query=Karie%20L%20Sanoba%20Attorney%20at%20Law&query_place_id=ChIJm0HdgSs53YgRUK2HfgAKPKo,N,
Lakeland,Kaylor Law Group,Criminal Defense,Criminal/DUI,"3001 Bartow Rd, Lakeland, FL 33803",(863) 668-7223,http://www.kaylorlaw.com/,4.7,183,https://www.google.com/maps/search/?api=1&query=Kaylor%20Law%20Group&query_place_id=ChIJ4ey2KPnm3IgRO9orkzV66gY,Y,
Lakeland,Kevin Cox Law Office,General/Unspecified,General,"2000 E Edgewood Dr, Lakeland, FL 33803",(863) 875-5509,,3.9,106,https://www.google.com/maps/search/?api=1&query=Kevin%20Cox%20Law%20Office&query_place_id=ChIJd-mSnFpr3YgRUXw-7pBqT50,N,
Lakeland,Kramer Jack G,General/Unspecified,General,"122 E Main St Ste 152, Lakeland, FL 33801",(863) 777-0105,http://jackkramerlaw.com/,5,4,https://www.google.com/maps/search/?api=1&query=Kramer%20Jack%20G&query_place_id=ChIJgZEUdADPwogR-51G-C2VL_E,Y,
Lakeland,Lakeland Low Cost Bankruptcy Center,Bankruptcy,Business,"122 E Main St, Lakeland, FL 33801",(863) 825-7577,https://www.lakelandlowcostbankruptcy.com/,4.9,11,https://www.google.com/maps/search/?api=1&query=Lakeland%20Low%20Cost%20Bankruptcy%20Center&query_place_id=ChIJezlQ0_g53YgRy8GqZ7HRFlA,Y,
Lakeland,Lakeland Personal Injury & Car Accident Lawyers | Norden Leacox,Personal Injury,Personal Injury,"1137 US HWY 98S Suite 205, Lakeland, FL 33801",(407) 874-5574,https://nordenleacox.com/lakeland-personal-injury-lawyer/,5,71,https://www.google.com/maps/search/?api=1&query=Lakeland%20Personal%20Injury%20%26%20Car%20Accident%20Lawyers%20%7C%20Norden%20Leacox&query_place_id=ChIJQQPm7dnF54gR2ymLrVJqbao,Y,
Lakeland,"Law Office of Charlann Jackson Sanders, ESq.","Family Law, Estate Planning, Real Estate","Family/Divorce, Estate/Probate, Real Estate","2225 E Edgewood Dr #8, Lakeland, FL 33803",(863) 225-9774 ext. 102,http://www.lawofficeofcharlannjacksonsandersesq.com/,5,2,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Charlann%20Jackson%20Sanders%2C%20ESq.&query_place_id=ChIJy4iOKYM_3YgRGrFOZpD-sRU,Y,
Lakeland,"Law Office of James G. Bishop, P.A.",General/Unspecified,General,"1946 E Edgewood Dr, Lakeland, FL 33803",(863) 812-4054,http://www.bishop-legal.com/,5,3,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20James%20G.%20Bishop%2C%20P.A.&query_place_id=ChIJu5-7QN4_3YgR3Oyiegxlxk4,Y,
Lakeland,Law Office of Joshua Schoen,"Personal Injury, Criminal Defense, Divorce","Personal Injury, Criminal/DUI, Family/Divorce","4412 Old Rd 37, Lakeland, FL 33813",(863) 660-2185,http://www.joshlawfirm.com/,,,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Joshua%20Schoen&query_place_id=ChIJsS8pWhgk3YgRIl1hUwwQmvQ,Y,
Lakeland,"Law Office Of Mark G. Capron, P.A.",General/Unspecified,General,"2212 Florida Ave S #4, Lakeland, FL 33803",(863) 644-2535,,4.7,3,https://www.google.com/maps/search/?api=1&query=Law%20Office%20Of%20Mark%20G.%20Capron%2C%20P.A.&query_place_id=ChIJ-XtbeCo53YgRJki2kDSOGyY,N,
Lakeland,"Law Office of Michael S. Farrell, P.A.","Family Law, Divorce",Family/Divorce,"206 Easton Dr, Lakeland, FL 33803",(863) 686-8900,http://www.michaelsfarrelllaw.com/,4.4,38,https://www.google.com/maps/search/?api=1&query=Law%20Office%20of%20Michael%20S.%20Farrell%2C%20P.A.&query_place_id=ChIJew0getI43YgRn0snkrxKWQY,Y,
